CP,Localidad
2208,Puerto Gaboto
2209,Maciel
2212,Campo Galloso
2212,Monje
2214,Aldao
2215,Andino
2216,C Tres Marias
2216,Campo Raffo
2216,Serodino
2218,Carrizales
2218,Clarke
2222,Diaz
2223,Pinzon
2240,Campo Garcia
2240,Campo Moure
2240,Carcel M Coronda
2240,Colonia Corondina
2240,Coronda
2241,Larrechea
2242,Arijon
2242,Arocena
2242,Desvio Arijon
2242,Puente Colastine
2243,San Fabian
2244,Arocena
2244,Desvio Arijon
2245,Barrio Caima
2246,Barrancas
2246,Puerto Aragon
2248,B De Irigoyen
2248,Bernardo De Irigoyen
2248,Campo Brarda
2248,Campo Carignano
2248,Campo Genero
2248,Casalegno
2249,Irigoyen
2252,Colonia Piaggio
2252,Galvez
2253,Campo Gimenez
2253,Gessler
2253,Larrechea
2253,Loma Alta
2253,Oroño
2254,Gessler
2254,Loma Alta
2255,Campo Rodriguez
2255,Lopez
2255,Rigby
2255,S Martin De Tours
2256,San Eugenio
2257,Colonia Belgrano
2257,Granadero B Bustos
2257,Wildermuth
2258,Campo Quiqones
2258,S C De Buena Vista
2258,Santa Clara
2258,Santa Clara De Buena Vista
2261,Urquiza
2282,Berdier
2300,C Bella Italia
2300,El Bayo
2300,Fassi
2300,Pueblo Terragni
2300,Rafaela
2300,Sierra Pereyra
2300,Tres Colonias
2301,Bella Italia
2301,Capilla San Jose
2301,Presidente Roca
2301,Zanetti
2301,Colonia Fidela
2301,Coronel Fraga
2301,Pueblo Marini
2301,Pueblo Ramona
2301,Vila
2302,Castellones
2302,Susana
2303,Angelica
2303,Kilometro 85
2305,Lehmann
2306,Vila
2307,Ataliva
2307,Campo Daratti
2307,Galisteo
2308,Bella Italia
2309,C Reina Margarita
2309,Humberto Primero
2309,Reina Margarita
2309,San Miguel
2310,C Castellanos
2310,Colonia Castellanos
2311,Adolfo Alsina
2311,Capivara
2311,Colonia Maua
2311,Constanza
2311,Ituzaingo
2311,Virginia
2312,C San Antonio
2312,Colonia San Antonio
2313,Colonia Berlin
2313,Colonia Ortiz
2313,Cuatro Casas
2313,Doce Casas
2313,Moises Ville
2313,Mutchnik
2313,Veinticuatro Casas
2313,Walvelberg
2315,Estacion Saguier
2317,Casablanca
2317,Colonia Aldao
2317,Colonia Bicha
2317,Colonia Bigand
2317,Eusebia
2317,Hugentobler
2317,R. De Tacurales
2318,Aurelia
2318,Aurelia Norte
2318,Aurelia Sud
2319,Egusquiza
2320,Pueblo San Antonio
2321,Saguier
2322,Cabaqa El Cisne
2322,Raquel
2322,Sunchales
2323,Villa San Jose
2323,Pujato
2324,Colonia Tacurales
2324,Tacural
2326,Bealistock
2326,Bossi
2326,Colonia Bossi
2326,Las Palmeras
2326,Nueva Lehmann
2326,Palacios
2326,Zadockhan
2330,Eusebia
2334,El Descanso
2334,La Cortadera
2339,Ambrosetti
2340,Ceres
2340,Nueva Ceres
2341,Aromito
2341,Clavel Blanco
2341,Colonia Alpina
2341,Colonia Montefiore
2341,La Elsa
2341,La Marina
2342,Campo El Mataco
2342,Colonia Geraldina
2342,Curupaity
2342,La Rubia
2342,Monigotes
2343,La Geraldina
2344,Achaval Rodriguez
2344,Arrufo
2344,Colonia Dos Rosas
2344,E San Francisco
2344,Hugentobler
2344,Los Porongos
2345,Campo Botto
2345,Colonia Ana
2345,Villa Trinidad
2346,Villa Trinidad
2347,C Malhman Sud
2347,Colonia Mackinlay
2347,Colonia Rosa
2347,San Guillermo
2348,Monigotes
2349,Colonia Maunier
2349,Colonia Milessi
2349,Colonia Ripamonti
2349,Dos Rosas
2349,Monte Obscuridad
2349,Suardi
2350,La Rubia
2351,Colonia Rosa
2352,Ambrosetti
2352,Hersilia
2354,C La Victoria
2354,Chañar Sunichaj
2354,Colonia Mackinlay
2354,El Aibal
2354,El Aspirante
2354,El Charabon
2354,El Oso
2354,El Ucle
2354,Fortin La Viuda
2354,Kilometro 735
2354,La Blanca
2354,La Carolina
2354,La Centella
2354,La Esmeralda
2354,La Recompensa
2354,La Romelia
2354,La Union
2354,La Victoria
2354,Las Palmas
2354,Las Viboritas
2354,Los Encantos
2354,Maravilla
2354,Nueva Trinidad
2354,Palmas
2354,San Jose
2354,San Sebastian
2354,Santa Ana
2354,Selva
2354,Tres Lagunas
2354,Tres Pozos
2354,Argentina
2354,Casares
2354,Palo Negro
2355,Malbran
2356,Alarcon
2356,Arbol Negro
2356,Azucena
2356,C Ramon Laplace
2356,Capilla
2356,Cleveland
2356,Colonia Ermelinda
2356,Colonia Paula
2356,Doña Lorenza
2356,El Destino
2356,El Galpon
2356,El Solitario
2356,Guardia Vieja
2356,Kilometro 764
2356,La Casimira
2356,Las Abras De S Ant
2356,Las Almas
2356,Las Delicias
2356,Libertad
2356,Los Milagros
2356,Martin Paso
2356,Monte Crecido
2356,Pinto
2356,Pinto - V G Mitre
2356,Pinto - Villa Genaral Mitre
2356,Punta Del Garabato
2356,Punta Del Monte
2356,Quebrachitos
2356,San Agustin
2356,San Jose
2356,San Rufino
2356,Santa Paula
2356,Tome Y Traiga
2357,C S. Rosa Aguirre
2357,El Huaico
2357,Estancia El Carmen
2357,Las Abras
2357,Las Mostazas
2357,Las Ramaditas
2357,Martinez
2357,Retiro
2357,Villa Union
2357,Yaco Misqui
2367,Colonia Marina
2400,La Milka
2400,San Francisco
2400,Villani
2401,Colonia Castelar
2401,Esmeraldita
2401,Plaza S Francisco
2401,Plaza San Francisco
2401,San Jose Frontera
2403,Bauer Y Sigel
2403,Campo Torquinston
2403,Estacion Josefina
2403,J Manuel Estrada
2404,Colonia Josefina
2405,Colonia Cello
2405,S Clara De Saguier
2405,Santa Clara De Saguier
2407,Campo Clucellas
2407,Campo Romero
2407,Campo Zurbriggen
2407,Clucellas
2407,Clucellas Estacion
2407,Estacion Clucellas
2407,Eustolia
2407,Kilometro 113
2409,Estrada
2409,Kilometro 501
2409,Zenon Pereyra
2411,Colonia Santa Rita
2411,Luxardo
2413,Colonia Anita
2413,Colonia Eugenia
2413,Colonia Iturraspe
2413,Colonia Prodamonte
2413,Freyre
2413,La Udine
2413,Santa Rita
2414,Colonia Valtelina
2415,C Nuevo Piamonte
2415,C Palo Labrado
2415,Capilla Santa Rosa
2415,Colonia Ceferina
2415,Colonia Gorchs
2415,Colonia Lavarello
2415,Desvio Boero
2415,Porteña
2416,La Paquita
2417,Altos De Chipion
2417,C La Trinchera
2417,Colonia Udine
2417,La Paquita
2417,La Trinchera
2417,La Vicenta
2417,Monte Grande
2418,Seeber
2419,Brinkmann
2419,Colonia Botturi
2419,Cotagaita
2419,Seeber
2420,Colonia Vignaud
2421,C Dos Hermanos
2421,Campo Beiro
2421,Colonia Beiro
2421,Colonia San Pedro
2421,Colonia Tacurales
2421,Los Desagues
2421,Maunier
2421,Morteros
2422,Quebracho Herrado
2423,C Prosperidad
2423,C Santa Maria
2423,Campo Calvo
2423,Campo La Luisa
2423,Colonia La Morocha
2423,Luis Sauze
2423,Monte Redondo
2423,Quebracho Herrado
2424,Colonia Cristina
2424,Colonia El Milagro
2424,Colonia El Trabajo
2424,Cristina
2424,Devoto
2424,El Trabajo
2424,Jeanmaire
2424,Kilometro 531
2424,Mariana
2425,La Francia
2426,C San Bartolome
2426,Campo Boero
2426,Colonia San Bartolome
2426,La Francia
2426,Villa Vieja
2428,C Del Banco Nacion
2428,E La Chiquita
2428,E La Morocha
2428,El Fuertecito
2429,La Tordilla Norte
2430,San Pedro
2432,Arbol Chato
2432,Capilla S Antonio
2432,El Florida
2432,El Tio
2432,Kilometro 581
2432,Los Algarrobitos
2433,Colonia San Rafael
2433,La Frontera
2433,Las Delicias
2433,P De Los Gallegos
2433,Pozo Del Chaja
2433,V C Del Tio
2433,Villa Concepcion Del Tio
2434,Arroyito
2434,Arroyo De Alvarez
2434,La Curva
2435,C La Tordilla
2435,Colonia Coyunda
2435,La Coyunda
2435,La Tordilla
2435,Villa Vaudagna
2436,C A De Alvarez
2436,Colonia Cortadera
2436,Colonias
2436,La Represa
2436,Plaza Bruno
2436,Quebrachitos
2436,Transito
2436,Villa Del Transito
2438,Frontera
2440,B Belgrano Ortiz
2440,Campo Faggiano
2440,Sastre
2441,Crispi
2443,Colonia Margarita
2443,Garibaldi
2445,Cristolia
2445,E Maria Juana
2445,Mangore
2445,Maria Juana
2446,Pueblo Maria Juana
2447,Los Sembrados
2447,San Vicente
2449,Avena
2449,S M De Las Escobas
2449,San Martin De Las Escobas
2451,C Santa Anita
2451,Colonia La Yerba
2451,Las Petacas
2451,San Jorge
2451,Schiffner
2452,San Jorge
2453,Carlos Pellegrini
2454,Caqada Rosquin
2454,Cañada Rosquin
2454,Kilometro 443
2456,Esmeralda
2456,Kilometro 465
2456,Kilometro 483
2456,Traill
2469,Candioti
2469,Gobernador Candioti
2494,Costa Del Toba
2495,Santa Felicia
2500,Cañada De Gomez
2500,Cicarelli
2500,Las Trojas
2500,Villa La Ribera
2501,Berretta
2501,Granja San Manuel
2501,San Estanislao
2501,San Ricardo
2502,Maria Luisa Correa
2503,Villa Eloisa
2504,Bustinza
2505,Campo La Riviere
2505,Campo Santa Isabel
2505,Las Parejas
2506,Correa
2506,Kilometro 49
2508,Armstrong
2508,Campo La Amistad
2512,Campo La Paz
2512,San Guillermo
2512,Tortugas
2520,Campo Charo
2520,Campo Gimbatti
2520,La California
2520,Las Liebres
2520,Las Rosas
2521,Montes De Oca
2523,Bouquet
2523,Iturraspe
2525,Flora
2525,Saira
2527,C San Francisco
2527,Maria Susana
2529,Piamonte
2531,Landeta
2533,Los Cardos
2534,El Trebol
2535,Candelaria Norte
2535,El Trebol
2535,Tais
2537,Los Quirquinchos
2550,Barrio Belgrano
2550,Bell Ville
2550,Cuatro Caminos
2550,E Bell Ville
2550,El Carmen
2550,San Vicente
2551,Los Patos
2553,Justiniano Posse
2555,Campo General Paz
2555,Ordoñez
2555,Pueblo Viejo
2557,Idiazabal
2559,C La Leoncita
2559,Capilla De S Ant
2559,Cintra
2559,Colonia Maschi
2559,El Paraiso
2559,Isleta Negra
2559,Las Overias
2559,Las Palmeras
2559,Los Tasis
2559,Los Ucles
2559,San Antonio De Litin
2559,San Pedro
2560,San Antonio De Litin
2560,San Antonio Viejo
2561,Los Molles
2561,Chilibroste
2561,San Eusebio
2561,Santa Cecilia
2563,El Overo
2563,Monte Castillo
2563,Noetinger
2563,San Jose
2563,San Jose Del Salteño
2564,Monte Leña
2566,San Marcos Sud
2568,Las Lagunitas
2568,Morrison
2572,Ballesteros
2572,El Triangulo
2572,Las Merceditas
2572,San Carlos
2573,Ballesteros Sud
2580,C La Muriucha
2580,Colonia Calchaqui
2580,El Panal
2580,Marcos Juarez
2580,Pueblo Argentino
2581,C 25 Los Surgentes
2581,Los Surgentes
2581,P Carlos Sauveran
2581,Pueblo Rio Tercero
2583,General Baldissera
2585,Camilo Aldao
2586,Camilo Aldao
2587,Enfermera Kelly
2587,Inriville
2588,Saladillo
2589,Monte Buey
2592,C Veinticinco
2592,General Roca
2594,Barrio La Fortuna
2594,Colonia El Chaja
2594,La Reduccion
2594,Leones
2595,Ordoñez
2600,Boca P 25
2600,Chateaubriand
2600,Estacion Teodelina
2600,Rabiola
2600,S M De V Tuerto
2600,Venado Tuerto
2600,Villa Estela
2601,La Inglesita
2601,Murphy
2602,La Chispa
2603,Chapuy
2604,S F De S Fe
2604,San Francisco De Santa Fe
2605,Otto Bemberg
2605,R Fournier
2605,Rastreador Fournier
2605,Santa Isabel
2607,Campo Quirno
2607,Encadenadas
2607,Las Encadenadas
2607,Villa Cañas
2609,C Santa Lucia
2609,Colonia Morgan
2609,Fray Mamerto Esquiu
2609,Maria Teresa
2609,Santa Teresa
2610,Don Bosco
2610,Don Torcuato
2610,Maria Teresa
2610,Maximo Paz
2611,E Christophersen
2611,Runciman
2613,San Gregorio
2613,La Morocha
2615,La Gama
2615,San Eduardo
2617,Sancti Spiritu
2618,Carmen
2619,Kilometro 57
2619,Km 57
2622,Maggiolo
2624,Arias
2625,Cavanagh
2625,Desvio Km 57
2625,Kilegruman
2625,Latan Hall
2627,Pueblo Gambande
2627,Guatimozin
2630,Firmat
2630,Villa Fredickson
2630,Villa Regules
2631,Cora
2631,Durham
2631,P. Miguel Torres
2631,Pueblo Miguel Torres
2631,V Divisa De Mayo
2631,Villa Divisa De Mayo
2633,Chovet
2635,Carlos Dose
2635,Cañada Del Ucle
2637,C La  Catalana
2637,Colonia Hansen
2637,Los Quirquinchos
2639,Berabevu
2639,Berabevu 1
2639,C La  Palencia
2639,C La  Pellegrini
2639,C Santa Natalia
2639,Campo Nuevo
2639,Colonia Fernandez
2639,Colonia Gomez
2639,Colonia Piamontesa
2639,Colonia Valencia
2639,Cuatro Esquinas
2639,Santa Natalia
2640,Godeken
2643,Cafferata
2643,Chañar Ladeado
2643,El Cantor
2644,C Gral B O Higins
2644,Cap Gral Bernardo O Higins
2645,C La Palestina
2645,Colonia Progreso
2645,Corral De Bustos
2645,O'Higgins
2645,Piedras Anchas
2646,Colonia Italiana
2650,Canals
2650,Colonia La Lola
2651,Colonia Bremen
2651,El Dorado
2651,El Porvenir
2651,La Italiana
2651,Santa Maria
2651,Colonia Bismar
2651,General Viamonte
2651,Viamonte
2652,Colonia Bismarck
2653,Pueblo Italiano
2655,W. Escalante
2655,Wenceslao Escalante
2657,Laborde
2659,Colonia Barge
2659,Matacos
2659,Monte Maiz
2660,Isla Verde
2661,Cortaderas
2661,Isla Verde
2662,Alejo Ledesma
2662,Bajo Del Burro
2662,C Ballesteros
2662,Colonia Ledesma
2663,Alejo Ledesma
2664,Benjamin Gould
2664,San Meliton
2670,La Carlota
2671,Assunta
2671,Barreto
2671,Pedro E Funes
2671,Santa Eufemia
2671,Viamonte
2675,Chazon
2675,Santa Victoria
2677,Ucacha
2679,Campo Sol De Mayo
2679,Pascanas
2681,Etruria
2684,Los Cisnes
2684,Olmos
2685,Colonia Maipu
2686,Alejandro
2686,Alejandro Roca
2700,Barrio Trocha
2700,Campo Buena Vista
2700,Chacra Exp Inta
2700,Doce De Agosto
2700,Francisco Ayerza
2700,H S Ant De La Lla
2700,Juan G Pujol
2700,La Cora
2700,Manantiales Grandes
2700,Mtles Grandes
2700,Pergamino
2700,Pueblo Otero
2700,Santa Rita
2700,Tambo Nuevo
2700,Villa Centenario
2700,Villa Godoy
2700,Villa Progreso
2701,12 De Agosto
2701,Aguas Corrientes
2701,General Gelly
2701,Haras El Centinela
2701,M B Pergamino
2701,Mariano Benitez Pergamino
2701,Rancagua
2701,S Tsita Pergamino
2702,Pergamino
2703,Pinzon
2703,Cabo San Fermin
2703,Carabelas
2703,Ortiz Basualdo
2703,Plumacho
2703,Ricardo Cano
2704,Rancagua
2705,C De Noviembre
2705,Haras San Jacinto
2705,Kilometro 36
2705,Piruco
2705,Rojas
2705,Villa Progreso
2706,Guerrico
2707,El Jaguel
2707,Guido Spano
2707,Hunter
2707,La Nacion
2707,Las Saladas
2709,Los Indios
2709,Sol De Mayo
2711,Almacen Piatti
2711,C La Vanguardia
2711,Paraje Santa Rosa
2711,Pearson
2711,San Federico
2713,Manuel Ocampo
2715,El Socorro
2715,La Margarita
2715,La Sarita
2715,La Vanguardia
2717,Acevedo
2717,Gornatti
2717,Guerrico
2717,Juana A De La Peña
2717,Manantiales
2718,Fontezuela
2718,Lierra Adjemiro
2718,Lopez Molinari
2718,Maguirre
2718,Mariano H Alfonzo
2718,Urquiza
2718,Villa Da Fonte
2720,Caminera G Lopez
2720,Colon
2720,El Arbolito
2720,El Pelado
2720,Los Arcos
2721,El A. Pergamino
2721,Sarasa
2722,Wheelwright
2723,El Bagual
2723,Estancia Las Gamas
2723,Juncal
2724,Urquiza
2725,Hughes
2725,Merceditas
2725,Santa Emilia
2726,Labordeboy
2728,Melincue
2728,San Urbano
2729,Carreras
2732,Cuatro De Febrero
2732,El Jardin
2732,Elortondo
2740,Almacen La Colina
2740,Arrecifes
2740,El Nacional
2740,La Delia
2740,La Nelida
2740,Villa Sanguinetti
2741,El Retiro
2741,Kilometro 187
2741,Las Cuatro Puertas
2741,Los Angeles
2741,Marcelino Ugarte
2741,Monroe
2741,Salto
2741,Tacuari
2741,Villa San Jose
2743,Arroyo Dulce
2744,Gahan
2745,Gahan
2745,Kenny
2745,La Invencible
2747,Ines Indart
2751,Almacen Castro
2751,Almacen El Cruce
2751,C La Invernada
2751,Colonia La Nena
2751,Colonia La Noria
2751,Colonia La Reina
2751,Colonia Laborderoy
2751,Colonia Los Toldos
2751,Colonia Stegman
2751,El Quemado
2751,La Violeta
2752,A El Descanso
2752,Arroyo De Luna
2752,Campo La Elisa
2752,Capitan Sarmiento
2752,Colegio San Pablo
2752,El Silencio
2752,Haras Los Cardales
2752,La Luisa
2753,La Luisa
2754,Campo Crisol
2754,El Carmen
2754,San Juan
2754,San Ramon
2754,Todd
2755,Viña
2760,Bagues
2760,C Los Tres Usaris
2760,Puente Castex
2760,S Antonio De Areco
2760,San Antonio De Areco
2761,E Santa Catalina
2761,Santa Coloma
2761,Villa Lia
2763,Flamenco
2763,Kilometro 102
2763,Puesto Del Medio
2763,Solis
2764,Campo La Nena
2764,Chenaut
2764,Duggan
2764,G Andonaeghi
2764,Gobernador Andonaeghi
2764,Solis
2764,Vagues
2800,Arroyo Negro
2800,Atucha
2800,Zarate
2801,Alto Verde
2801,Escalada
2802,Otamendi
2804,Campana
2804,El Fenix
2804,Pasaje Talavera
2804,R 9 Kilometro 72
2805,A La Paciencia
2805,Aguila Rio
2805,Arroyo Aleli
2805,Arroyo Brasilero
2805,Arroyo Carabelitas
2805,Arroyo El Ahogado
2805,Arroyo Ibicuycito
2805,Arroyo Las Cruces
2805,Arroyo Los Platos
2805,Arroyo Los Tigres
2805,Arroyo Pesqueria
2805,Arroyo Tajiber
2805,Arroyo Zanjon
2805,Blondeau
2805,C N Alem 1A Sec
2805,C N Alem 2A Sec
2805,Colonia Delta
2805,Isla El Dorado
2805,La Horqueta
2805,Paraje Palaveroi
2805,Parana Bravo
2805,Pje Al Aguila Rio
2805,Rio Alferez N Page
2805,Rio Ceibo
2805,Rio Parana Guazu
2805,Rio Sauce
2805,Rio Talavera
2806,Las Palmas
2806,Lima
2808,Atucha
2812,Arroyo De La Cruz
2812,Capilla Del Señor
2812,Diego Gaynor
2812,Exaltacion De La Cruz
2813,Arroyo De La Cruz
2814,Los Cardales
2816,Alto Los Cardales
2820,Colonia El Potrero
2820,Colonia Stauwer
2820,Cuatro Bocas P
2820,El Nuevo Rincon
2820,Gualeguaychu
2820,Kilometro 311
2820,La Lata
2820,La Zelmira
2820,Palavecino
2820,Pria Diamantino
2820,Pueblo Nuevo
2820,Puerto Unzue
2820,Rincon Del Gato
2820,Tres Esquinas
2820,Villa Antony
2820,Villa Eleonora
2820,Villa Lila
2821,Arroyo Del Cura
2821,Arroyo Venerato
2821,Costa Del Uruguay
2821,El Potrero
2821,Gualeyan
2821,Pehuajo Norte
2821,Pueblo G Belgrano
2821,Rincon Del Gato
2821,Sarandi
2821,Villa Del Cerro
2822,Gualeguaychu
2823,A Schez Grande
2823,Arroyo Buen Pastor
2823,Arroyo Caballo
2823,Arroyo Principal
2823,Arroyo Salado
2823,Arroyo Schez Chico
2823,Arroyo Zapallo
2823,Britos
2823,Canal Principal
2823,Ceibal
2823,Ceibas
2823,Colonia Italiana
2823,Ctiva Brazo Largo
2823,E S Martin
2823,El Sauce
2823,Faustino M Parera
2823,Isla Del Ibicuy
2823,La Calera - Entre Rios
2823,La Chica
2823,La Cuadra
2823,La Florida
2823,Perdices
2823,Puente Paranacito
2823,Sagastume
2823,V Ftino M Parera
2823,Villa Paranacito
2823,Villa Romero
2824,C Gdor Basavilbaso
2824,Colonia Gdor Basavilbaso
2824,General Almada
2826,Aldea San Juan
2826,Aldea Santa Celia
2826,Costas De S Ant
2826,La Escondida
2826,Pastor Britos
2826,Rincon De Cinto
2826,San Antonio
2826,Urdinarrain
2827,Aldea San Antonio
2828,C Nueva Montevideo
2828,Colonia Nueva Montevideo
2828,Escriña
2828,Gilbert
2828,Glibertescriña
2828,Las Masitas
2828,Las Rosas
2828,Los Amigos
2828,Lucienville 1
2828,Lucienville 2
2828,Lucienville 3
2828,Lucienville 4
2840,Albardon
2840,Arroyo Cle Desvio
2840,Boca Gualeguay
2840,Buena Vista Paraje
2840,Chacras
2840,Colonia Duportal
2840,Cuatro Bocas
2840,Cuatro Manos
2840,Cuchilla
2840,Echague
2840,El Romance
2840,Gonzalez Calderon
2840,Gualeguay
2840,Hojas Anchas
2840,Kilometro 290
2840,Kilometro 303
2840,Kilometro 306
2840,Las Bateas
2840,Las Colas
2840,Lazo
2840,Primer Distrito
2840,Puente Pellegrini
2840,Puerto Barriles
2840,Puerto Ruiz
2840,Punta Del Monte
2840,Quinto Distrito
2840,R Del Nogoya Sur
2840,Saladero Alzua
2840,Saladero San Jose
2840,San Julian
2840,Santa Marta
2840,Septimo Distrito
2841,Aldea Asuncion
2841,Lazo
2843,General Galarza
2845,G Mansilla
2845,Gobernador Mansilla
2845,Sauce Sud
2846,Libertador Gral San Martin
2846,Anahi
2846,El Empalme Paraje
2846,Empalme Holt
2846,Fernandez
2846,Holt
2846,Ibicuy
2846,Is D L Lechiguanas
2846,Kilometro 389
2846,La Argentina
2846,Liber Gral S M
2846,Mazaruca
2846,Paranacito
2846,Paso Del Cisnero
2846,Puerto Constanza
2846,Puerto Ibicuy
2846,Puerto Perazzo
2846,Puerto San Juan
2847,Gobernador Echague
2848,Berisso
2848,Kilometro 340
2848,Kilometro 361
2848,Medanos
2851,Irazusta Estacion
2852,Alarcon
2852,Berisso Dvio Fcgu
2852,Cuchilla Redonda
2852,Enrique Carbo
2852,La Costa
2852,Talitas-Gualeg.
2854,Dos Hermanas
2854,Larroque
2854,Las Mercedes
2854,Pehuajo Sud
2900,S Nic. De Los As
2900,San Nicolas
2900,San Nicolas De Los Arroyos
2901,La Emilia
2901,San Nicolas De Los Arroyos
2902,San Nicolas De Los Arroyos
2903,Campo Salles
2903,Erezcano
2905,General Rojo
2907,General Conesa
2907,Pujol
2909,Estancias
2909,Mutti
2912,La Querencia
2912,Sanchez
2912,Santa Teresa
2913,Sanchez
2913,V Gral S Ex Schez
2913,Villa General Savio
2914,Barrio D. Antonio
2914,Costa Brava
2914,V Ramallo E Ffcc
2914,Villa Ramallo
2915,Aguirrezabala
2915,La Esperanza
2915,Ramallo
2915,Villa Ramallo
2916,El Jupiter
2916,El Paraiso
2916,Haras El Ombu
2916,Las Bahamas
2918,Empal V Constitu
2918,Empalme Villa Constitucion
2919,Copacabana
2919,E V Constitucion
2919,Villa Constitucion
2920,Pavon
2921,Godoy
2921,Oratorio Morante
2921,Rueda
2921,Tres Esquinas
2922,Theobald
2923,Rueda
2930,Las Flores
2930,La Buana Moza
2930,Oliviera Cesar
2930,R 9 Km 169 5
2930,San Pedro
2930,Villa Depietri
2930,Villa Igollo
2930,Villa Sarita
2930,Villaigrillo
2931,Isla De Los Laureles
2931,Isla Los Laureles
2931,La Matilde
2931,Paname
2933,Colonia Velez
2933,La Bolsa
2933,Perez Millan
2935,Algarrobo
2935,Arroyo Burgos
2935,El Descanso
2935,Ingeniero Moneta
2935,Kilometro 172
2935,Parada Km 158
2935,Santa Lucia
2938,Alsina
2942,Baradero
2942,Estacion Baradero
2943,Ireneo Portela
2944,Rio Tala
2944,Villa Teresa
2946,El Espinillo
2946,Gobernador Castro
2946,Kilometro 184
2946,Villa Leandra
2948,Vuelta De Obligado
2953,Doyle
3000,Barranquitas
3000,Kilometro 9
3000,Piquete
3000,Pueblo Candioti
3000,San Jose
3000,Santa Fe
3000,Villa Don Bosco
3000,Villa Maria Selva
3000,Villa Yapeyu
3001,Alto Verde
3001,Arroyo Leyes
3001,C Nueva Narciso
3001,C San Joaquin
3001,Calchines
3001,Campo Crespo
3001,Campo Del Medio
3001,Campo Iturraspe
3001,Cayasta
3001,Colastine
3001,Colastine Norte
3001,Colonia Mascias
3001,El Laurel
3001,El Pozo
3001,La Guardia
3001,La Noria
3001,Los Cerrillos
3001,R S Fe La Vieja
3001,Recreo Sur
3001,Rincon Norte
3001,Rincon Potreros
3001,San Joaquin
3001,San Jose Del Rincon
3001,Santa Rosa
3001,Villa Viveros
3002,Santa Fe
3003,C Los Zapallos
3003,Colonia Los Zapallos
3003,Helvecia
3004,Santa Fe
3005,San Javier
3005,Colonia California
3005,Colonia Francesa
3005,Colonia San Roque
3005,Colonia Teresa
3005,El Ceibo
3005,El Gusano
3005,El Para
3005,Los Cardenales
3005,Ombu Norte
3006,Santa Fe
3007,Empalme San Carlos
3008,Santa Fe
3009,El Tropezon
3009,Franck
3009,San Carlos Norte
3010,El Tropezon
3010,San Carlos Norte
3011,Campo Magnin
3011,Sa Pereyra
3011,San Geronimo Norte
3011,San Mariano
3011,Santa Maria
3012,S Jero Del Sauce
3012,San Jeronimo Del Sauce
3013,Colonia Matilde
3013,Coronel Rodriguez
3013,Estacion Matilde
3013,Las Higueritas
3013,San Carlos Centro
3013,San Carlos Sud
3014,Angel Gallardo
3014,Ascochingas
3014,Campo Lehman
3014,Constituyentes
3014,Kilometro 28
3014,Kilometro 35
3014,Monte Vera
3014,Nueva Pompeya
3014,Pompeya
3014,San Pedro Sur
3014,Setubal
3014,Yamandu
3015,San Jeronimo Norte
3015,Santa Fe
3016,Colonia San Jose
3016,Santo Tome
3016,Villa Lujan
3017,Bajo Las Tunas
3017,San Carlos Sud
3017,Sauce Viejo
3018,Candioti
3018,Iriondo
3018,Recreo
3019,San Agustin
3020,Campo S Domingo
3020,Kilometro 41
3020,Laguna Paiva
3020,Reynaldo Cullen
3020,San Guillermo
3021,Campo Andino
3021,El Galpon
3021,La Clorinda
3021,Los Hornos
3021,San Pedro
3021,San Pedro Norte
3022,S Rosa D Calchines
3022,Santa Rosa De Calchines
3023,Cululu
3023,Hipatia
3023,Ingeniero Boasi
